pos;name;pais1;pais2;num;edad;team_name
Extremo izquierdo;Clement Bischoff;Dinamarca;Kenia;7;16/12/2005;red_bull_salzburgo
Extremo derecho;Moussa Yeo;Malí;;49;01/06/2004;red_bull_salzburgo
Extremo derecho;Damir Redzic;Hungría;Bosnia y Herzegovina;24;23/03/2003;red_bull_salzburgo
Delantero centro;Karim Konaté;Costa de Marfil;;19;21/03/2004;red_bull_salzburgo
Delantero centro;Edmund Baidoo;Ghana;;20;30/01/2006;red_bull_salzburgo
Delantero centro;Yorbe Vertessen;Bélgica;;11;08/01/2001;red_bull_salzburgo
Delantero centro;Enrique Aguilar;Suiza;España;43;27/01/2007;red_bull_salzburgo
Delantero centro;Karim Onisiwo;Austria;;9;17/03/1992;red_bull_salzburgo
Portero;Lukas Jungwirth;Austria;;1;30/04/2004;lask
Portero;Tobias Schützenauer;Austria;;33;19/05/1997;lask
Portero;Fabian Schillinger;Austria;;50;24/05/2007;lask
Defensa central;Modou Kéba Cissé;Senegal;;48;04/08/2005;lask
Defensa central;Andrés Andrade;Panamá;;16;16/10/1998;lask
Defensa central;João Tornich;Brasil;;43;06/11/2002;lask
