pos;name;pais1;pais2;num;edad;team_name
Delantero centro;Tiago Tomás;Portugal;;8;16/06/2002;vfb_stuttgart
Delantero centro;Jeremy Arévalo;Ecuador;España;25;19/03/2005;vfb_stuttgart
Portero;Oliver Baumann;Alemania;;1;02/06/1990;tsg_1899_hoffenheim
Portero;Luca Philipp;Alemania;;37;28/11/2000;tsg_1899_hoffenheim
Portero;Lúkas Petersson;Islandia;Alemania;36;09/02/2004;tsg_1899_hoffenheim
Defensa central;Albian Hajdari;Kosovo;Suiza;21;18/05/2003;tsg_1899_hoffenheim
Defensa central;Robin Hranac;República Checa;;2;29/01/2000;tsg_1899_hoffenheim
Defensa central;Ozan Kabak;Turquía;;5;25/03/2000;tsg_1899_hoffenheim
Defensa central;Koki Machida;Japón;;28;25/08/1997;tsg_1899_hoffenheim
Defensa central;Kevin Akpoguma;Nigeria;Alemania;25;19/04/1995;tsg_1899_hoffenheim
Defensa central;Kelven Frees;Alemania;Nigeria;45;03/02/2005;tsg_1899_hoffenheim
Lateral izquierdo;Bernardo;Brasil;;13;14/05/1995;tsg_1899_hoffenheim
Lateral derecho;Valentin Gendrey;Francia;Guadalupe;15;21/06/2000;tsg_1899_hoffenheim
Lateral derecho;Vladimír Coufal;República Checa;;34;22/08/1992;tsg_1899_hoffenheim
Pivote;Leon Avdullahu;Kosovo;Suiza;7;23/02/2004;tsg_1899_hoffenheim
Pivote;Wouter Burger;Países Bajos;;18;16/02/2001;tsg_1899_hoffenheim
Mediocentro;Luis Engelns;Alemania;;16;11/03/2007;tsg_1899_hoffenheim
Mediocentro;Grischa Prömel;Alemania;;6;09/01/1995;tsg_1899_hoffenheim
Mediocentro;Luka Duric;Bosnia y Herzegovina;Alemania;48;18/06/2003;tsg_1899_hoffenheim
Interior izquierdo;Alexander Prass;Austria;;22;26/05/2001;tsg_1899_hoffenheim
Mediocentro ofensivo;Muhammed Damar;Alemania;Turquía;10;09/04/2004;tsg_1899_hoffenheim
Mediocentro ofensivo;Andrej Kramaric;Croacia;;27;19/06/1991;tsg_1899_hoffenheim
Extremo izquierdo;Bazoumana Touré;Costa de Marfil;;29;02/03/2006;tsg_1899_hoffenheim
Extremo derecho;Cole Campbell;Estados Unidos;Islandia;20;20/02/2006;tsg_1899_hoffenheim
Delantero centro;Fisnik Asllani;Kosovo;Alemania;11;08/08/2002;tsg_1899_hoffenheim
Delantero centro;Tim Lemperle;Alemania;;19;05/02/2002;tsg_1899_hoffenheim
Delantero centro;Adam Hlozek;República Checa;;23;25/07/2002;tsg_1899_hoffenheim
Delantero centro;Max Moerstedt;Alemania;;33;15/01/2006;tsg_1899_hoffenheim
Delantero centro;Yannick Eduardo;República Checa;Países Bajos;31;23/01/2006;tsg_1899_hoffenheim
Delantero centro;Deniz Zeitler;Alemania;Turquía;38;13/12/2006;tsg_1899_hoffenheim
Delantero centro;Ihlas Bebou;Togo;Alemania;9;23/04/1994;tsg_1899_hoffenheim
Portero;Kamil Grabara;Polonia;;1;08/01/1999;vfl_wolfsburg
Portero;Marius Müller;Alemania;;29;12/07/1993;vfl_wolfsburg
Portero;Jakub Zielinski;Polonia;;30;21/02/2008;vfl_wolfsburg
Portero;Pavao Pervan;Austria;;12;13/11/1987;vfl_wolfsburg
Defensa central;Konstantinos Koulierakis;Grecia;;4;28/11/2003;vfl_wolfsburg
Defensa central;Jeanuël Belocian;Francia;Guadalupe;6;17/02/2005;vfl_wolfsburg
Defensa central;Jonas Adjetey;Ghana;;18;13/12/2003;vfl_wolfsburg
Defensa central;Denis Vavro;Eslovaquia;;3;10/04/1996;vfl_wolfsburg
Defensa central;Jenson Seelt;Países Bajos;;14;23/05/2003;vfl_wolfsburg
Defensa central;Moritz Jenz;Alemania;Nigeria;15;30/04/1999;vfl_wolfsburg
Defensa central;Cleiton;Brasil;;33;25/04/2003;vfl_wolfsburg
Lateral izquierdo;Joakim Maehle;Dinamarca;;21;20/05/1997;vfl_wolfsburg
Lateral izquierdo;Aaron Zehnter;Alemania;;25;31/10/2004;vfl_wolfsburg
Lateral izquierdo;Rogério;Brasil;Italia;13;13/01/1998;vfl_wolfsburg
Lateral derecho;Saël Kumbedi;Francia;RD del Congo;26;26/03/2005;vfl_wolfsburg
Lateral derecho;Kilian Fischer;Alemania;;2;12/10/2000;vfl_wolfsburg
Lateral derecho;Jan Bürger;Alemania;;41;10/03/2007;vfl_wolfsburg
Pivote;Vini Souza;Brasil;;5;17/06/1999;vfl_wolfsburg
Mediocentro;Mattias Svanberg;Suecia;;32;05/01/1999;vfl_wolfsburg
Mediocentro;Maximilian Arnold;Alemania;;27;27/05/1994;vfl_wolfsburg
Mediocentro;Pharell Hensel;Alemania;;37;08/06/2007;vfl_wolfsburg
Mediocentro;Yannick Gerhardt;Alemania;;31;13/03/1994;vfl_wolfsburg
Interior izquierdo;Kevin Paredes;Estados Unidos;República Dominicana;40;07/05/2003;vfl_wolfsburg
Mediocentro ofensivo;Lovro Majer;Croacia;;10;17/01/1998;vfl_wolfsburg
Mediocentro ofensivo;Bence Dárdai;Hungría;Alemania;8;24/01/2006;vfl_wolfsburg
Mediocentro ofensivo;Christian Eriksen;Dinamarca;;24;14/02/1992;vfl_wolfsburg
Extremo derecho;Patrick Wimmer;Austria;;39;30/05/2001;vfl_wolfsburg
Extremo derecho;Adam Daghim;Dinamarca;Palestina;11;28/09/2005;vfl_wolfsburg
Extremo derecho;Jesper Lindstrøm;Dinamarca;;19;29/02/2000;vfl_wolfsburg
Delantero centro;Mohamed Amoura;Argelia;;9;09/05/2000;vfl_wolfsburg
Delantero centro;Dzenan Pejcinovic;Alemania;Montenegro;17;15/02/2005;vfl_wolfsburg
Delantero centro;Kento Shiogai;Japón;;7;26/03/2005;vfl_wolfsburg
Delantero centro;Jonas Wind;Dinamarca;;23;07/02/1999;vfl_wolfsburg
Portero;Noah Atubolu;Alemania;Nigeria;1;25/05/2002;sc_freiburg
Portero;Florian Müller;Alemania;;21;13/11/1997;sc_freiburg
Portero;Jannik Huth;Alemania;;24;15/04/1994;sc_freiburg
Defensa central;Philipp Lienhart;Austria;;3;11/07/1996;sc_freiburg
Defensa central;Bruno Ogbus;Suiza;Nigeria;43;17/12/2005;sc_freiburg
Defensa central;Matthias Ginter;Alemania;;28;19/01/1994;sc_freiburg
Defensa central;Max Rosenfelder;Alemania;;37;10/02/2003;sc_freiburg
Defensa central;Anthony Jung;Alemania;España;5;03/11/1991;sc_freiburg
Lateral izquierdo;Jordy Makengo;Francia;RD del Congo;33;03/08/2001;sc_freiburg
Lateral izquierdo;Christian Günter;Alemania;;30;28/02/1993;sc_freiburg
Lateral derecho;Philipp Treu;Alemania;;29;03/12/2000;sc_freiburg
Lateral derecho;Lukas Kübler;Alemania;;17;30/08/1992;sc_freiburg
Pivote;Patrick Osterhage;Alemania;;6;01/02/2000;sc_freiburg
Pivote;Nicolas Höfler;Alemania;;27;09/03/1990;sc_freiburg
Mediocentro;Johan Manzambi;Suiza;;44;14/10/2005;sc_freiburg
Mediocentro;Maximilian Eggestein;Alemania;;8;08/12/1996;sc_freiburg
Mediocentro ofensivo;Daniel-Kofi Kyereh;Ghana;Alemania;11;08/03/1996;sc_freiburg
Extremo izquierdo;Derry Scherhant;Alemania;;7;10/11/2002;sc_freiburg
Extremo izquierdo;Vincenzo Grifo;Italia;Alemania;32;07/04/1993;sc_freiburg
Extremo derecho;Cyriaque Irié;Burkina Faso;Costa de Marfil;22;20/06/2005;sc_freiburg
Extremo derecho;Niklas Beste;Alemania;;19;04/01/1999;sc_freiburg
Mediapunta;Yuito Suzuki;Japón;;14;25/10/2001;sc_freiburg
Mediapunta;Maximilian Philipp;Alemania;;26;01/03/1994;sc_freiburg
Delantero centro;Igor Matanovic;Croacia;Alemania;31;31/03/2003;sc_freiburg
Delantero centro;Lucas Höler;Alemania;;9;10/07/1994;sc_freiburg
Portero;Mio Backhaus;Alemania;Japón;30;16/04/2004;sv_werder_bremen
Portero;Karl Hein;Estonia;;13;13/04/2002;sv_werder_bremen
Portero;Markus Kolke;Alemania;;25;18/08/1990;sv_werder_bremen
Portero;Stefan Smarkalev;Bulgaria;;37;14/05/2007;sv_werder_bremen
Defensa central;Karim Coulibaly;Alemania;Costa de Marfil;31;23/05/2007;sv_werder_bremen
Defensa central;Marco Friedl;Austria;;32;16/03/1998;sv_werder_bremen
Defensa central;Amos Pieper;Alemania;;5;17/01/1998;sv_werder_bremen
Defensa central;Niklas Stark;Alemania;;4;14/04/1995;sv_werder_bremen
Defensa central;Maximilian Wöber;Austria;;39;04/02/1998;sv_werder_bremen
Defensa central;Julián Malatini;Argentina;;22;31/05/2001;sv_werder_bremen
Defensa central;Mick Schmetgens;Alemania;;33;09/09/2007;sv_werder_bremen
Lateral izquierdo;Felix Agu;Nigeria;Alemania;27;27/09/1999;sv_werder_bremen
Lateral izquierdo;Olivier Deman;Bélgica;;2;06/04/2000;sv_werder_bremen
Lateral izquierdo;Isaac Schmidt;Suiza;Nigeria;23;07/12/1999;sv_werder_bremen
Lateral derecho;Yukinari Sugawara;Japón;;3;28/06/2000;sv_werder_bremen
Lateral derecho;Mitchell Weiser;Alemania;Argelia;8;21/04/1994;sv_werder_bremen
Pivote;Senne Lynen;Bélgica;;14;19/02/1999;sv_werder_bremen
Pivote;Wesley Adeh;Alemania;Nigeria;34;08/01/2007;sv_werder_bremen
Mediocentro;Jens Stage;Dinamarca;;6;08/11/1996;sv_werder_bremen
Mediocentro;Leonardo Bittencourt;Alemania;Brasil;10;19/12/1993;sv_werder_bremen
Mediocentro ofensivo;Romano Schmid;Austria;;20;27/01/2000;sv_werder_bremen
Mediocentro ofensivo;Cameron Puertas;España;;18;18/08/1998;sv_werder_bremen
Mediocentro ofensivo;Patrice Covic;Croacia;Alemania;24;25/06/2007;sv_werder_bremen
Extremo izquierdo;Samuel Mbangula;Bélgica;RD del Congo;7;16/01/2004;sv_werder_bremen
Extremo izquierdo;Marco Grüll;Austria;;17;06/07/1998;sv_werder_bremen
Extremo derecho;Justin Njinmah;Alemania;Nigeria;11;15/11/2000;sv_werder_bremen
Delantero centro;Jovan Milosevic;Serbia;;19;31/07/2005;sv_werder_bremen
Delantero centro;Victor Boniface;Nigeria;;44;23/12/2000;sv_werder_bremen
Delantero centro;Keke Topp;Alemania;;9;25/03/2004;sv_werder_bremen
Delantero centro;Salim Musah;Alemania;Ghana;29;22/02/2006;sv_werder_bremen
Portero;Sander Tangvik;Noruega;;12;29/11/2002;hamburger_sv
Portero;Daniel Heuer Fernandes;Portugal;Alemania;1;13/11/1992;hamburger_sv
Portero;Hannes Hermann;Alemania;;40;23/03/2005;hamburger_sv
Portero;Fernando Dickes;Alemania;;41;13/10/2007;hamburger_sv
Defensa central;Luka Vuskovic;Croacia;;44;24/02/2007;hamburger_sv
Defensa central;Jordan Torunarigha;Nigeria;Alemania;25;07/08/1997;hamburger_sv
Defensa central;Daniel Elfadli;Libia;Alemania;8;06/04/1997;hamburger_sv
Defensa central;Warmed Omari;Comoras;Francia;17;23/04/2000;hamburger_sv
Defensa central;Shafiq Nandja;Alemania;;43;15/01/2007;hamburger_sv
Lateral izquierdo;Miro Muheim;Suiza;;28;24/03/1998;hamburger_sv
Lateral izquierdo;Noah Katterbach;Alemania;;3;13/04/2001;hamburger_sv
Lateral derecho;William Mikelbrencis;Francia;;2;25/02/2004;hamburger_sv
Lateral derecho;Giorgi Gocholeishvili;Georgia;;16;14/02/2001;hamburger_sv
Pivote;Nicolai Remberg;Alemania;;21;19/06/2000;hamburger_sv
