pos;name;pais1;pais2;num;edad;team_name
Lateral derecho;Oriol Subirats;España;;29;03/06/2007;gimnastic_de_tarragona
Mediocentro;Marc Montalvo;España;;8;09/04/2002;gimnastic_de_tarragona
Mediocentro;Óscar Sanz;España;;14;08/03/2000;gimnastic_de_tarragona
Mediocentro;Aitor Gelardo;España;;24;26/06/2002;gimnastic_de_tarragona
Mediocentro;Mangel Prendes;España;;6;28/06/2001;gimnastic_de_tarragona
Mediocentro;Pol Cid;España;;34;29/09/2005;gimnastic_de_tarragona
Extremo izquierdo;Christos Almpanis;Grecia;;12;05/11/1994;gimnastic_de_tarragona
Extremo izquierdo;Juanda Fuentes;Colombia;España;19;19/05/2003;gimnastic_de_tarragona
Extremo izquierdo;Marc Álvarez;España;;-;07/06/2001;gimnastic_de_tarragona
Extremo derecho;Jaume Jardí;España;;10;07/04/2002;gimnastic_de_tarragona
Extremo derecho;Pau Martínez;España;;17;10/11/2000;gimnastic_de_tarragona
Extremo derecho;Keyliane Abdallah;Francia;Comoras;7;05/04/2006;gimnastic_de_tarragona
Delantero centro;Marcos Baselga;España;;23;15/02/1999;gimnastic_de_tarragona
Delantero centro;Cedric Omoigui;Nigeria;España;9;11/11/1994;gimnastic_de_tarragona
Delantero centro;Alex Jiménez;España;;11;21/09/2003;gimnastic_de_tarragona
Portero;Iván Martínez;España;;1;19/02/2002;fc_cartagena
Portero;Lucho García;Colombia;España;13;20/03/1998;fc_cartagena
Portero;Jhafets Reyes;Ecuador;España;30;16/09/2006;fc_cartagena
Defensa central;Rubén Serrano;España;;4;26/01/2001;fc_cartagena
Defensa central;Imanol Baz;España;;5;27/01/2001;fc_cartagena
Defensa central;Marco Carrascal;España;;24;11/04/2003;fc_cartagena
Defensa central;Eneko Ebro;España;;12;29/09/2003;fc_cartagena
Defensa central;Aridane Hernández;España;;23;23/03/1989;fc_cartagena
Lateral izquierdo;Nil Jiménez;España;;3;24/04/2000;fc_cartagena
Lateral izquierdo;Nacho Martínez;España;;22;07/03/1989;fc_cartagena
Lateral derecho;Dani Perejón;España;;18;24/05/1999;fc_cartagena
Lateral derecho;Marc Jurado;España;;2;13/04/2004;fc_cartagena
Mediocentro;Alejandro Fidalgo;España;;6;15/05/2001;fc_cartagena
Mediocentro;Jean Jules;Camerún;;15;23/04/1998;fc_cartagena
Mediocentro;Pablo Larrea;España;;10;04/02/1994;fc_cartagena
Mediocentro;Edgar Alcañiz;España;;14;18/03/2005;fc_cartagena
Mediocentro ofensivo;Luismi Redondo;España;;11;04/02/1998;fc_cartagena
Mediocentro ofensivo;Pablo de Blasis;Argentina;;8;04/02/1988;fc_cartagena
Extremo izquierdo;Yanis Rahmani;Francia;Argelia;7;13/05/1995;fc_cartagena
Extremo izquierdo;Benito Ramírez;España;;21;11/07/1995;fc_cartagena
Extremo derecho;Ander Martín;España;;16;16/11/2000;fc_cartagena
Extremo derecho;Willy Chatiliez;Chile;Francia;37;26/03/2005;fc_cartagena
Delantero centro;Kevin Sánchez;España;;17;20/02/2005;fc_cartagena
Delantero centro;Chiki;España;;19;05/10/1996;fc_cartagena
Delantero centro;Alfredo Ortuño;España;;9;21/01/1991;fc_cartagena
Portero;Ramón Vila;España;;1;18/02/2002;cd_eldense
Portero;Pablo Valencia;España;;13;16/03/2001;cd_eldense
Defensa central;Floris Smand;Países Bajos;;3;20/01/2003;cd_eldense
Defensa central;Álex Serradell;España;;2;14/08/2002;cd_eldense
Defensa central;Arnau Gaixas;España;;5;05/07/1998;cd_eldense
Defensa central;Dario Dumic;Bosnia y Herzegovina;Dinamarca;4;30/01/1992;cd_eldense
Defensa central;Óscar Vega;Colombia;;14;21/03/2000;cd_eldense
Lateral izquierdo;David Ruiz;España;;21;17/04/2003;cd_eldense
Lateral izquierdo;Jaime Vallejo;España;;23;18/05/2002;cd_eldense
Lateral derecho;Jesús Clemente;España;;17;08/09/2000;cd_eldense
Mediocentro;Borja Calvo;España;;6;29/01/2002;cd_eldense
Mediocentro;Guillermo Macho;España;;18;03/01/2003;cd_eldense
Mediocentro;Rubén Quintanilla;España;;16;03/04/2002;cd_eldense
Mediocentro;Manu Molina;España;;12;20/11/1991;cd_eldense
Mediocentro ofensivo;Nacho Quintana;España;;7;23/02/2001;cd_eldense
Mediocentro ofensivo;Marcos Bustillo;España;;8;12/01/2001;cd_eldense
Mediocentro ofensivo;Boston Billups;Estados Unidos;;15;24/08/2005;cd_eldense
Extremo izquierdo;Rafa Núñez;República Dominicana;España;22;25/01/2002;cd_eldense
Extremo izquierdo;Fidel;España;;10;27/10/1989;cd_eldense
Extremo derecho;Hamza Bellari;Marruecos;España;11;11/03/2003;cd_eldense
Extremo derecho;Alejandro Ibarrondo;España;;19;16/05/2001;cd_eldense
Extremo derecho;Rober Ibáñez;España;;20;22/03/1993;cd_eldense
Delantero centro;Hugo Alba;España;;24;30/03/2006;cd_eldense
Delantero centro;Israel Salazar;España;;-;10/05/2003;cd_eldense
Delantero centro;Dioni;España;;9;21/12/1989;cd_eldense
Portero;Gianfranco Gazzaniga;Argentina;Italia;1;22/11/1993;real_murcia
Portero;Diego Piñeiro;España;;13;13/02/2004;real_murcia
Defensa central;Óscar Gil;España;;15;14/06/1995;real_murcia
Defensa central;Antxón Jaso;España;;5;23/09/1997;real_murcia
Defensa central;Alberto González;España;;6;14/03/1993;real_murcia
Defensa central;Jon García;España;;4;04/06/1991;real_murcia
Defensa central;Héctor Pérez;España;;26;26/03/2006;real_murcia
Defensa central;Esteban Saveljich;Montenegro;Argentina;24;20/05/1991;real_murcia
Defensa central;Jorge Sánchez;España;;34;12/04/2004;real_murcia
Lateral izquierdo;Cristo Romero;España;;3;30/04/2000;real_murcia
Lateral derecho;Jorge Mier;España;;2;04/02/1999;real_murcia
Lateral derecho;David Vicente;España;;18;23/04/1999;real_murcia
