pos;name;pais1;pais2;num;edad;team_name
Defensa central;Josip Calusic;Croacia;;15;11/10/1993;konyaspor
Lateral izquierdo;Arif Boşluk;Turquía;;24;06/06/2003;konyaspor
Lateral izquierdo;Guilherme;Brasil;Portugal;12;01/04/1990;konyaspor
Lateral izquierdo;Yasir Subaşı;Turquía;;3;01/01/1996;konyaspor
Lateral derecho;Yhoan Andzouana;Congo;Francia;23;13/12/1996;konyaspor
Pivote;Jin-ho Jo;Corea del Sur;;21;10/07/2003;konyaspor
Pivote;Marko Jevtovic;Serbia;;16;24/07/1993;konyaspor
Pivote;Ufuk Akyol;Turquía;Alemania;19;27/08/1997;konyaspor
Mediocentro;Berkan Kutlu;Turquía;Suiza;18;25/01/1998;konyaspor
Mediocentro;Melih İbrahimoğlu;Turquía;Austria;77;17/07/2000;konyaspor
Mediocentro;Morten Bjørlo;Noruega;;42;04/10/1995;konyaspor
Mediocentro;Esat Buğa;Turquía;;30;08/08/2006;konyaspor
Mediocentro ofensivo;Enis Bardhi;Macedonia del Norte;;10;02/07/1995;konyaspor
Extremo izquierdo;Kazeem Olaigbe;Bélgica;Nigeria;70;02/01/2003;konyaspor
Extremo izquierdo;Diogo Gonçalves;Portugal;;17;06/02/1997;konyaspor
Extremo izquierdo;Pedrinho;Brasil;;8;19/12/1996;konyaspor
Extremo izquierdo;Sander Svendsen;Noruega;;32;06/08/1997;konyaspor
Extremo derecho;Tunahan Taşçı;Turquía;Países Bajos;7;29/04/2002;konyaspor
Extremo derecho;Marius Ștefănescu;Rumania;;11;14/08/1998;konyaspor
Extremo derecho;Deniz Türüç;Turquía;Países Bajos;9;29/01/1993;konyaspor
Delantero centro;Jackson Muleka;RD del Congo;;40;04/10/1999;konyaspor
Delantero centro;Blaz Kramer;Eslovenia;;99;01/06/1996;konyaspor
Portero;Ertuğrul Taşkıran;Turquía;;1;05/11/1989;alanyaspor
Portero;Paulo Victor;Brasil;Italia;48;12/01/1987;alanyaspor
Defensa central;Ümit Akdağ;Rumania;Turquía;50;06/10/2003;alanyaspor
Defensa central;Nuno Lima;Portugal;;3;16/03/2001;alanyaspor
Defensa central;Fatih Aksoy;Turquía;;20;06/11/1997;alanyaspor
Defensa central;Fidan Aliti;Kosovo;Suiza;5;03/10/1993;alanyaspor
Defensa central;Bruno Viana;Brasil;;30;05/02/1995;alanyaspor
Lateral derecho;Batuhan Yavuz;Turquía;Alemania;2;04/05/2005;alanyaspor
Pivote;Maestro;Angola;;58;04/08/2003;alanyaspor
Pivote;Gaius Makouta;Congo;Francia;42;25/07/1997;alanyaspor
Mediocentro;Nicolas Janvier;Francia;;17;11/08/1998;alanyaspor
