pos;name;pais1;pais2;num;edad;team_name
Extremo derecho;Nicolas Kühn;Alemania;;19;01/01/2000;como_1907
Delantero centro;Anastasios Douvikas;Grecia;;11;02/08/1999;como_1907
Delantero centro;Álvaro Morata;España;;7;23/10/1992;como_1907
Portero;Lukasz Skorupski;Polonia;;1;05/05/1991;fc_bologna
Portero;Federico Ravaglia;Italia;;13;11/11/1999;fc_bologna
Portero;Massimo Pessina;Italia;;25;25/12/2007;fc_bologna
Defensa central;Jhon Lucumí;Colombia;;26;26/06/1998;fc_bologna
Defensa central;Torbjørn Heggem;Noruega;;14;12/01/1999;fc_bologna
Defensa central;Martin Vitík;República Checa;;41;21/01/2003;fc_bologna
Defensa central;Eivind Helland;Noruega;;5;25/04/2005;fc_bologna
Defensa central;Nicolò Casale;Italia;;16;14/02/1998;fc_bologna
Defensa central;Kevin Bonifazi;Italia;;-;19/05/1996;fc_bologna
Lateral izquierdo;Juan Miranda;España;;33;19/01/2000;fc_bologna
Lateral izquierdo;Charalampos Lykogiannis;Grecia;;22;22/10/1993;fc_bologna
Lateral derecho;João Mário;Portugal;;17;03/01/2000;fc_bologna
Lateral derecho;Nadir Zortea;Italia;;20;19/06/1999;fc_bologna
Lateral derecho;Lorenzo De Silvestri;Italia;;29;23/05/1988;fc_bologna
Pivote;Nikola Moro;Croacia;;6;12/03/1998;fc_bologna
Mediocentro;Lewis Ferguson;Escocia;;19;24/08/1999;fc_bologna
Mediocentro;Tommaso Pobega;Italia;;4;15/07/1999;fc_bologna
Mediocentro;Simon Sohm;Suiza;Nigeria;23;11/04/2001;fc_bologna
Mediocentro;Remo Freuler;Suiza;;8;15/04/1992;fc_bologna
Mediocentro ofensivo;Jens Odgaard;Dinamarca;;21;31/03/1999;fc_bologna
Extremo izquierdo;Jonathan Rowe;Inglaterra;Jamaica;11;30/04/2003;fc_bologna
Extremo izquierdo;Nicolò Cambiaghi;Italia;;28;28/12/2000;fc_bologna
Extremo izquierdo;Benja Domínguez;Argentina;;30;19/09/2003;fc_bologna
Extremo derecho;Riccardo Orsolini;Italia;;7;24/01/1997;fc_bologna
Extremo derecho;Federico Bernardeschi;Italia;;10;16/02/1994;fc_bologna
Delantero centro;Santiago Castro;Argentina;Italia;9;18/09/2004;fc_bologna
Delantero centro;Thijs Dallinga;Países Bajos;;24;03/08/2000;fc_bologna
Portero;David de Gea;España;;43;07/11/1990;ac_florenz
Portero;Oliver Christensen;Dinamarca;;53;22/03/1999;ac_florenz
Portero;Luca Lezzerini;Italia;;1;24/03/1995;ac_florenz
Defensa central;Pietro Comuzzo;Italia;;15;20/02/2005;ac_florenz
Defensa central;Marin Pongracic;Croacia;Alemania;5;11/09/1997;ac_florenz
Defensa central;Luca Ranieri;Italia;;6;23/04/1999;ac_florenz
Defensa central;Eddy Kouadio;Italia;Costa de Marfil;60;07/05/2006;ac_florenz
Defensa central;Daniele Rugani;Italia;;3;29/07/1994;ac_florenz
Defensa central;Eman Košpo;Bosnia y Herzegovina;Suiza;23;17/05/2007;ac_florenz
Lateral izquierdo;Niccolò Fortini;Italia;;29;13/02/2006;ac_florenz
Lateral izquierdo;Fabiano Parisi;Italia;;65;09/11/2000;ac_florenz
Lateral izquierdo;Robin Gosens;Alemania;Países Bajos;21;05/07/1994;ac_florenz
Lateral izquierdo;Luis Balbo;Venezuela;Portugal;62;28/03/2006;ac_florenz
Lateral derecho;Dodô;Brasil;;2;17/11/1998;ac_florenz
Lateral derecho;Tariq Lamptey;Ghana;Inglaterra;48;30/09/2000;ac_florenz
Pivote;Rolando Mandragora;Italia;;8;29/06/1997;ac_florenz
Mediocentro;Nicolò Fagioli;Italia;;44;12/02/2001;ac_florenz
Mediocentro;Cher Ndour;Italia;Senegal;27;27/07/2004;ac_florenz
Mediocentro;Marco Brescianini;Italia;;4;20/01/2000;ac_florenz
Mediocentro;Jacopo Fazzini;Italia;;22;16/03/2003;ac_florenz
Mediocentro ofensivo;Giovanni Fabbian;Italia;;80;14/01/2003;ac_florenz
Mediocentro ofensivo;Abdelhamid Sabiri;Marruecos;Alemania;11;28/11/1996;ac_florenz
Extremo izquierdo;Manor Solomon;Israel;Portugal;19;24/07/1999;ac_florenz
Extremo izquierdo;Jack Harrison;Inglaterra;;17;20/11/1996;ac_florenz
Mediapunta;Albert Gudmundsson;Islandia;;10;15/06/1997;ac_florenz
Delantero centro;Moise Kean;Italia;Costa de Marfil;20;28/02/2000;ac_florenz
Delantero centro;Roberto Piccoli;Italia;;91;27/01/2001;ac_florenz
Portero;Edoardo Motta;Italia;;40;13/01/2005;lazio_rom
Portero;Ivan Provedel;Italia;;94;17/03/1994;lazio_rom
Portero;Alessio Furlanetto;Italia;;55;07/02/2002;lazio_rom
Defensa central;Mario Gila;España;;34;29/08/2000;lazio_rom
Defensa central;Oliver Provstgaard;Dinamarca;;25;04/06/2003;lazio_rom
Defensa central;Alessio Romagnoli;Italia;;13;12/01/1995;lazio_rom
Defensa central;Samuel Gigot;Francia;;2;12/10/1993;lazio_rom
Defensa central;Patric;España;;4;17/04/1993;lazio_rom
Lateral izquierdo;Nuno Tavares;Portugal;Cabo Verde;17;26/01/2000;lazio_rom
Lateral izquierdo;Luca Pellegrini;Italia;;3;07/03/1999;lazio_rom
Lateral derecho;Adam Marusic;Montenegro;Serbia;77;17/10/1992;lazio_rom
Lateral derecho;Manuel Lazzari;Italia;;29;29/11/1993;lazio_rom
Lateral derecho;Elseid Hysaj;Albania;;23;02/02/1994;lazio_rom
Pivote;Nicolò Rovella;Italia;;6;04/12/2001;lazio_rom
Pivote;Reda Belahyane;Marruecos;Francia;21;01/06/2004;lazio_rom
Pivote;Danilo Cataldi;Italia;;32;06/08/1994;lazio_rom
Mediocentro;Kenneth Taylor;Países Bajos;;24;16/05/2002;lazio_rom
Mediocentro;Fisayo Dele-Bashiru;Nigeria;Inglaterra;7;06/02/2001;lazio_rom
Mediocentro;Toma Bašić;Croacia;;26;25/11/1996;lazio_rom
Mediocentro ofensivo;Daniel Maldini;Italia;Venezuela;27;11/10/2001;lazio_rom
Mediocentro ofensivo;Adrian Przyborek;Polonia;;28;01/01/2007;lazio_rom
Extremo izquierdo;Mattia Zaccagni;Italia;;10;16/06/1995;lazio_rom
Extremo derecho;Gustav Isaksen;Dinamarca;;18;19/04/2001;lazio_rom
Extremo derecho;Tijjani Noslin;Países Bajos;Surinam;14;07/07/1999;lazio_rom
Extremo derecho;Matteo Cancellieri;Italia;;22;12/02/2002;lazio_rom
Extremo derecho;Pedro;España;;9;28/07/1987;lazio_rom
Delantero centro;Petar Ratkov;Serbia;Croacia;20;18/08/2003;lazio_rom
Delantero centro;Boulaye Dia;Senegal;Francia;19;16/11/1996;lazio_rom
Portero;Arijanet Murić;Kosovo;Montenegro;49;07/11/1998;us_sassuolo
Portero;Stefano Turati;Italia;;13;05/09/2001;us_sassuolo
Portero;Gioele Zacchi;Italia;;16;10/07/2003;us_sassuolo
Portero;Giacomo Satalino;Italia;;12;20/05/1999;us_sassuolo
Defensa central;Tarik Muharemović;Bosnia y Herzegovina;Eslovenia;80;28/02/2003;us_sassuolo
Defensa central;Jay Idzes;Indonesia;Países Bajos;21;02/06/2000;us_sassuolo
Defensa central;Fali Candé;Guinea-Bissau;Portugal;5;24/01/1998;us_sassuolo
Defensa central;Filippo Romagna;Italia;;19;26/05/1997;us_sassuolo
Defensa central;Pedro Felipe;Brasil;;66;23/05/2004;us_sassuolo
Lateral izquierdo;Josh Doig;Escocia;;3;18/05/2002;us_sassuolo
Lateral izquierdo;Ulisses Garcia;Suiza;Cabo Verde;23;11/01/1996;us_sassuolo
Lateral izquierdo;Edoardo Pieragnolo;Italia;;15;03/01/2003;us_sassuolo
Lateral derecho;Sebastian Walukiewicz;Polonia;;6;05/04/2000;us_sassuolo
Lateral derecho;Woyo Coulibaly;Malí;Francia;25;26/05/1999;us_sassuolo
Pivote;Luca Lipani;Italia;;35;18/05/2005;us_sassuolo
Pivote;Daniel Boloca;Italia;Rumania;11;22/12/1998;us_sassuolo
Pivote;Nemanja Matić;Serbia;Eslovaquia;18;01/08/1988;us_sassuolo
Mediocentro;Ismaël Koné;Canadá;Costa de Marfil;90;16/06/2002;us_sassuolo
Mediocentro;Kristian Thorstvedt;Noruega;;42;13/03/1999;us_sassuolo
Mediocentro;Aster Vranckx;Bélgica;RD del Congo;40;04/10/2002;us_sassuolo
Mediocentro;Edoardo Iannoni;Italia;;44;11/04/2001;us_sassuolo
Mediocentro ofensivo;Cristian Volpato;Italia;Australia;7;15/11/2003;us_sassuolo
Mediocentro ofensivo;Darryl Bakola;Francia;Congo;50;30/11/2007;us_sassuolo
Extremo izquierdo;Armand Laurienté;Francia;Guadalupe;45;04/12/1998;us_sassuolo
Extremo izquierdo;Alieu Fadera;Gambia;;20;03/11/2001;us_sassuolo
Extremo derecho;Domenico Berardi;Italia;;10;01/08/1994;us_sassuolo
Delantero centro;Andrea Pinamonti;Italia;;99;19/05/1999;us_sassuolo
Delantero centro;M'Bala Nzola;Angola;Francia;8;18/08/1996;us_sassuolo
Delantero centro;Luca Moro;Italia;;24;25/01/2001;us_sassuolo
Portero;Zion Suzuki;Japón;Estados Unidos;31;21/08/2002;parma_calcio_1913
Portero;Edoardo Corvi;Italia;;40;23/03/2001;parma_calcio_1913
Portero;Filippo Rinaldi;Italia;;66;04/12/2002;parma_calcio_1913
Defensa central;Alessandro Circati;Australia;Italia;39;10/10/2003;parma_calcio_1913
Defensa central;Mariano Troilo;Argentina;;37;28/06/2003;parma_calcio_1913
Defensa central;Abdoulaye Ndiaye;Senegal;;3;10/04/2002;parma_calcio_1913
Defensa central;Lautaro Valenti;Argentina;Italia;5;14/01/1999;parma_calcio_1913
Lateral izquierdo;Emanuele Valeri;Italia;;14;07/12/1998;parma_calcio_1913
Lateral izquierdo;Franco Carboni;Argentina;Italia;29;04/04/2003;parma_calcio_1913
Lateral derecho;Sascha Britschgi;Suiza;Camerún;27;27/08/2006;parma_calcio_1913
Lateral derecho;Enrico Delprato;Italia;;15;10/11/1999;parma_calcio_1913
Pivote;Mandela Keita;Bélgica;Guinea;16;10/05/2002;parma_calcio_1913
Pivote;Nahuel Estévez;Argentina;España;8;14/11/1995;parma_calcio_1913
Mediocentro;Adrián Bernabé;España;;10;26/05/2001;parma_calcio_1913
Mediocentro;Oliver Sørensen;Dinamarca;;22;10/03/2002;parma_calcio_1913
Mediocentro;Christian Ordóñez;Argentina;Paraguay;24;24/07/2004;parma_calcio_1913
Mediocentro;Hans Nicolussi Caviglia;Italia;;41;18/06/2000;parma_calcio_1913
Mediocentro;Benja Cremaschi;Estados Unidos;Italia;25;02/03/2005;parma_calcio_1913
Mediocentro ofensivo;Gaetano Oristanio;Italia;;21;28/09/2002;parma_calcio_1913
Extremo izquierdo;Jacob Ondrejka;Suecia;;17;02/09/2002;parma_calcio_1913
Extremo derecho;Gabriel Strefezza;Brasil;Italia;7;18/04/1997;parma_calcio_1913
Extremo derecho;Pontus Almqvist;Suecia;;11;10/07/1999;parma_calcio_1913
Delantero centro;Mateo Pellegrino;Argentina;España;9;22/10/2001;parma_calcio_1913
Delantero centro;Matija Frigan;Croacia;;20;11/02/2003;parma_calcio_1913
Delantero centro;Nesta Elphege;Francia;Camerún;23;09/01/2001;parma_calcio_1913
Portero;Maduka Okoye;Nigeria;Alemania;40;28/08/1999;udinese_calcio
Portero;Răzvan Sava;Rumania;;90;21/06/2002;udinese_calcio
Portero;Alessandro Nunziante;Italia;;1;14/03/2007;udinese_calcio
Portero;Daniele Padelli;Italia;;93;25/10/1985;udinese_calcio
Defensa central;Oumar Solet;Francia;Costa de Marfil;28;07/02/2000;udinese_calcio
Defensa central;Thomas Kristensen;Dinamarca;;31;17/01/2002;udinese_calcio
Defensa central;Nicolò Bertola;Italia;;13;23/03/2003;udinese_calcio
Defensa central;Branimir Mlacic;Croacia;;22;12/03/2007;udinese_calcio
Defensa central;Christian Kabasele;Bélgica;RD del Congo;27;24/02/1991;udinese_calcio
Lateral izquierdo;Jordan Zemura;Zimbabue;Inglaterra;33;14/11/1999;udinese_calcio
Lateral izquierdo;Hassane Kamara;Costa de Marfil;Francia;11;05/03/1994;udinese_calcio
Lateral derecho;Alessandro Zanoli;Italia;;59;03/10/2000;udinese_calcio
Lateral derecho;Kingsley Ehizibue;Países Bajos;Nigeria;19;25/05/1995;udinese_calcio
Pivote;Jesper Karlström;Suecia;;8;21/06/1995;udinese_calcio
Pivote;Abdoulaye Camara;Francia;Guinea;29;28/09/2008;udinese_calcio
Mediocentro;Arthur Atta;Francia;Benín;14;14/01/2003;udinese_calcio
Mediocentro;Lennon Miller;Escocia;;38;25/08/2006;udinese_calcio
Mediocentro;Jurgen Ekkelenkamp;Países Bajos;;32;05/04/2000;udinese_calcio
Mediocentro;Jakub Piotrowski;Polonia;;24;04/10/1997;udinese_calcio
Mediocentro;Oier Zarraga;España;;6;04/01/1999;udinese_calcio
Interior izquierdo;Juan Arizala;Colombia;;20;10/10/2005;udinese_calcio
Mediapunta;Nicolò Zaniolo;Italia;;10;02/07/1999;udinese_calcio
Delantero centro;Keinan Davis;Inglaterra;;9;13/02/1998;udinese_calcio
Delantero centro;Idrissa Gueye;Senegal;;7;16/09/2006;udinese_calcio
